YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202001,145060,871144,2,.77,"S","PIEDMONT",34.689,-82.468,3441340,8228080
202001,145060,871145,1,5.65,"ENE","ABBEYVILLE DAVIS ARP",34.182,-82.259,3410920,8215540
202001,145060,871145,2,6.87,"ENE","ABBEYVILLE DAVIS ARP",34.192,-82.241,3411520,8214460
202001,145060,871146,1,3.48,"SW","HARRIS",34.192,-82.24,3411520,8214400
202001,145060,871146,2,2.37,"SSW","HARRIS",34.201,-82.222,3412060,8213320
202001,145060,871147,1,.77,"NW","HARRIS",34.239,-82.208,3414340,8212480
202001,145060,871147,2,.97,"N","HARRIS",34.244,-82.201,3414640,8212060
202001,145060,871148,1,2.17,"SSW","TOWNVILLE",34.54,-82.911,3432400,8254660
202001,145060,871148,2,1.93,"NE","TOWNVILLE",34.587,-82.873,3435220,8252380
202001,145060,871149,1,3.25,"SE","BEVERLY",34.77,-82.606,3446200,8236360
202001,145060,871151,1,1.82,"NNW","BATTLE CREEK",34.775,-83.29,3446500,8317400
202001,145060,871151,2,3.08,"ENE","SALEM",34.901,-82.922,3454060,8255320
202001,145060,871152,1,1.76,"WSW","LOCUST HILL",35.006,-82.406,35360,8224360
202001,145060,871153,1,.89,"NW","SANTUC",34.64,-81.53,3438400,8131800
202001,145060,871154,1,2.34,"NNW","BATON ROUGE",34.733,-81.339,3443980,8120340
202001,145060,871154,2,1.58,"NE","BATON ROUGE",34.715,-81.309,3442900,8118540
202001,145060,871155,1,2.93,"NW","HICKORY GROVE",35.006,-81.461,35360,8127660
202001,145060,871155,2,1.24,"SSE","FILBERT",35.035,-81.238,352100,8114280
202001,145060,871432,1,.35,"NE","FORK SHOALS",34.623,-82.295,3437380,8217700
202001,145060,873920,1,4.77,"ESE","TOKEENA XRDS",34.569,-82.905,3434140,8254300
202001,145073,871199,1,.97,"ESE","LORIS",34.0423,-78.8659,342538,7851954
202001,145073,871199,2,1.92,"E","LORIS",34.0492,-78.8464,342952,7850784
202001,145075,871203,1,1,"W","DARLINGTON",34.3,-79.8875,3418000,7953250
202001,145119,871384,1,1.38,"N","COLLEGE HGTS",33.59,-91.83,3335400,9149800
202001,145119,871385,1,1.49,"NNE","ZENT",35,-91.16,3500,919600
202001,145119,871386,1,.89,"NE","PARIS",35.29,-93.72,3517400,9343200
202001,145119,871387,1,.69,"N","MIDWAY",35.29,-93.53,3517400,9331800
202001,145119,871388,1,.56,"W","UNA",35.7,-92.79,3542000,9247400
202001,145119,871389,1,1.49,"SSW","SCOTTSVILLE",35.43,-93.06,3525800,933600
202001,145119,871391,1,2.83,"E","BLUE PT",35.08,-92.83,354800,9249800
202001,145119,871395,1,.69,"S","ROCKPORT",34.37,-92.82,3422200,9249200
202001,145119,871396,1,0,"N","CENTER GROVE",34.32,-92.3,3419200,9218000
202001,145119,871397,1,1.14,"E","BLAKEMORE",34.6,-91.88,3436000,9152800
202001,145119,871398,1,.57,"E","FORDYCE",33.82,-92.41,3349200,9224600
202001,145119,871399,1,.69,"N","WHITE HALL",34.28,-92.1,3416800,926000
202001,145119,871400,1,.69,"N","BREWSTER",34.21,-92.02,3412600,921200
202001,145119,871401,1,0,"N","KENSETT",35.23,-91.67,3513800,9140200
202001,145119,871402,1,.69,"N","COTTON PLANT",35.01,-91.25,35600,9115000
202001,145119,871403,1,.69,"S","GREEN HILL",33.56,-91.9,3333600,9154000
202001,145119,871404,1,.9,"SE","MONTICELLO",33.62,-91.79,3337200,9147400
202001,145119,871405,1,.9,"SW","WATSON",33.89,-91.26,3353400,9115600
202001,145119,873186,1,2.85,"E","CORLEY",35.2151,-93.5999,3512906,9335994
202001,145119,873186,2,.73,"NE","DUBLIN",35.3784,-93.4622,3522704,9327732
202001,145119,873191,1,1,"E","SEATON",34.6013,-91.8024,3436078,9148144
202001,145119,873191,2,1.43,"E","SEATON",34.6015,-91.7949,3436090,9147694
202001,145119,873192,1,.36,"SSW","JEROME",33.3949,-91.4714,3323694,9128284
202001,145119,873192,2,.71,"E","JEROME",33.398,-91.4579,3323880,9127474
202001,145119,873205,1,1.49,"NNE","LITTLE ROCK",34.75,-92.27,3445000,9216200
202001,145119,873205,2,1.48,"N","LITTLE ROCK",34.7513,-92.277,3445078,9216620
202001,145119,873205,3,1.31,"N","LITTLE ROCK",34.7489,-92.2775,3444934,9216650
202001,145119,873205,4,1.37,"NNE","LITTLE ROCK",34.7483,-92.2704,3444898,9216224
202001,145119,873206,1,1.14,"E","DOUGLASVILLE",34.72,-92.35,3443200,9221000
202001,145119,873206,2,1.25,"W","PULASKI",34.747,-92.3418,3444820,9220508
202001,145119,873206,3,1.02,"NW","LITTLE ROCK",34.74,-92.2932,3444400,9217592
202001,145119,873206,4,1.31,"SW","LITTLE ROCK",34.7172,-92.297,3443032,9217820
202001,145119,873212,1,1.79,"NW","GARNER",35.15,-91.82,359000,9149200
202001,145119,873212,2,1.34,"N","GARNER",35.1491,-91.8039,358946,9148234
202001,145119,873212,3,1.05,"WNW","GARNER",35.137,-91.8166,358220,9148996
202001,145119,873212,4,1.3,"NNW","MC RAE",35.1381,-91.8265,358286,9149590
202001,145119,873213,1,.57,"W","WALDRON",34.9,-94.09,3454000,945400
202001,145119,873213,2,1.49,"NNW","EVENING SHADE",34.9492,-94.1422,3456952,948532
202001,145119,873213,3,.69,"SW","HON",34.9236,-94.1892,3455416,9411352
202001,145119,873213,4,1.22,"NNW","WALDRON MUNI ARPT",34.8858,-94.1297,3453148,947782
202001,145119,873214,1,1.31,"ESE","CHEROKEE VLG ARPT",36.26,-91.55,3615600,9133000
202001,145119,873214,2,1.24,"WNW","CHEROKEE VLG",36.304,-91.5417,3618240,9132502
202001,145119,873214,3,1.28,"E","CHEROKEE VLG",36.3028,-91.4973,3618168,9129838
202001,145119,873214,4,1.27,"ESE","HIGHLAND",36.2602,-91.5008,3615612,9130048
202001,145119,873215,1,2.15,"SSE","SWIFTON",35.79,-91.12,3547400,917200
202001,145119,873215,2,2.07,"N","MILLTOWN",35.76,-91.1315,3545600,917890
202001,145119,873215,3,.7,"SE","VANCE",35.7628,-91.1613,3545768,919678
202001,145119,873215,4,1.98,"SSW","SWIFTON",35.7951,-91.1473,3547706,918838
202001,145119,873216,1,1.12,"W","JESUP",36.02,-91.34,361200,9120400
202001,145119,873216,2,1.69,"NNW","JESUP",36.0433,-91.329,362598,9119740
202001,145119,873216,3,1.6,"NE","JESUP",36.0381,-91.302,362286,9118120
202001,145119,873216,4,.54,"S","JESUP",36.0123,-91.3184,36738,9119104
202001,145119,873217,1,.89,"SW","ENGELBERG",36.32,-90.91,3619200,9054600
202001,145119,873217,2,.94,"SE","BROCKETT",36.3222,-90.9163,3619332,9054978
202001,145119,873217,3,.97,"S","BROCKETT",36.3161,-90.9277,3618966,9055662
202001,145119,873217,4,1.29,"SSE","BROCKETT",36.3129,-90.921,3618774,9055260
202001,145119,873218,1,1.8,"SE","MILLS",33.91,-91.56,3354600,9133600
202001,145119,873218,2,.93,"WNW","MILLS",33.9366,-91.594,3356196,9135640
202001,145119,873218,3,1.19,"NE","MILLS",33.9405,-91.5635,3356430,9133810
202001,145119,873218,4,2.8,"SE","MILLS",33.9053,-91.5411,3354318,9132466
202001,145119,873219,1,.56,"E","OAKLAND HGTS",35.27,-93.14,3516200,938400
202001,145119,873220,1,1.78,"NW","MIDWAY",35.3,-93.55,3518000,9333000
202001,145119,873221,1,1.49,"SSW","YELLVILLE",36.21,-92.69,3612600,9241400
202001,145119,873226,1,1.49,"NNW","UNA",35.72,-92.79,3543200,9247400
202001,145119,873372,1,2.33,"WSW","THREE BROTHERS",36.44,-92.51,3626400,9230600
202001,145119,873373,1,1.49,"SSE","HAND",36.26,-92.22,3615600,9213200
202001,145119,873374,1,0,"N","HENDERSON",36.37,-92.23,3622200,9213800
202001,145119,873375,1,0,"N","ELIZABETH",36.33,-92.1,3619800,926000
202001,145119,873376,1,1.31,"ESE","MELBOURNE",36.06,-91.9,363600,9154000
202001,145119,873377,1,2.19,"SE","PERRYVILLE",34.98,-92.77,3458800,9246200
202001,145119,873404,1,2.86,"W","ARKADELPHIA",34.12,-93.12,347200,937200
202001,145119,873408,1,.57,"W","GIBSON",34.88,-92.24,3452800,9214400
202001,145119,873410,1,.56,"W","JUDSONIA",35.28,-91.64,3516800,9138400
202001,145119,873413,1,1.85,"ENE","FAITH",34.11,-92.07,346600,924200
202001,145119,873415,1,2.37,"NNE","FAITH",34.13,-92.08,347800,924800
202001,145119,873417,1,1.5,"SSE","GREEN HILL",33.55,-91.89,3333000,9153400
202001,145119,873418,1,.57,"W","ST CHARLES",34.37,-91.14,3422200,918400
202001,145119,873420,1,1.12,"W","JESUP",36.02,-91.34,361200,9120400
202001,145119,873420,2,1.14,"NNW","JESUP",36.0352,-91.3277,362112,9119662
202001,145119,873420,3,.53,"NNE","JESUP",36.0274,-91.3175,361644,9119050
202001,145119,873420,4,.68,"WSW","JESUP",36.0168,-91.3316,361008,9119896
202001,145119,873421,1,.89,"SW","ENGELBERG",36.32,-90.91,3619200,9054600
202001,145119,873421,2,.52,"WSW","ENGELBERG",36.3263,-90.908,3619578,9054480
202001,145119,873421,3,.67,"WSW","ENGELBERG",36.3267,-90.9114,3619602,9054684
202001,145119,873421,4,1.09,"SE","BROCKETT",36.3189,-90.9159,3619134,9054954
202001,145124,871431,1,.4,"NW","CAMBRIDGE",34.084,-81.975,345040,8158500
202001,145124,871431,2,2.25,"SSE","NINETY SIX",34.149,-82.008,348940,82480
202001,145124,871431,3,.97,"NE","HODGES",34.289,-82.237,3417340,8214220
202001,145124,871431,4,1.43,"W","HODGES",34.282,-82.275,3416920,8216500
202001,145124,871431,5,3.12,"WSW","GREENWOOD",34.164,-82.221,349840,8213260
202001,145124,871431,6,1.55,"ESE","BRADLEY",34.044,-82.224,342640,8213440
202001,145124,871431,7,2.43,"SW","KIRKSEY",34.007,-82.082,34420,824920
202001,145140,871570,1,2.14,"SSE","TANGIER",37.79,-75.97,3747400,7558200
202001,145140,871578,1,0,"N","ONANCOCK",37.65,-75.9,3739000,7554000
202001,145142,871579,1,1.77,"SW","CAPE HENRY STATION (CHYV2)",36.92,-76.09,3655200,765400
202001,145143,871580,1,3.07,"WSW","CUMBERLAND",37.46,-78.3,3727600,7818000
202001,145143,871581,1,.55,"W","SIMPLICITY",37.08,-78.44,374800,7826400
202001,145143,871582,1,3.02,"SE","TUGGLE",37.29,-78.43,3717400,7825800
202001,145143,871583,1,4.06,"WSW","CUCKOO",37.93,-77.97,3755800,7758200
202001,145143,871584,1,3.35,"ESE","OILVILLE",37.69,-77.72,3741400,7743200
202001,145143,871585,1,1.1,"E","PLEASANT GROVE",37,-78.35,3700,7821000
202001,145143,871586,1,.55,"E","CHESTER",37.35,-77.44,3721000,7726400
202001,145154,871625,1,0,"N","EMELLE",32.73,-88.32,3243800,8819200
202001,145154,871626,1,0,"N","SUMTERVILLE",32.72,-88.23,3243200,8813800
202001,145154,871627,1,0,"N","GAINESVILLE",32.82,-88.17,3249200,8810200
202001,145154,871628,1,0,"N","YORK",32.48,-88.32,3228800,8819200
202001,145154,871629,1,2.98,"NNW","UNION CHAPEL",33.2379,-88.1545,3314274,889270
202001,145154,871629,2,4.03,"NNW","CARROLLTON",33.3253,-88.1223,3319518,887338
202001,145154,871630,1,1.29,"SSW","BAKERHILL",31.7633,-85.31,3145798,8518600
202001,145154,871630,2,3.17,"NE","SANDY PT",31.8093,-85.2285,3148558,8513710
202001,145154,871631,1,0,"N","FORKLAND",32.65,-87.88,3239000,8752800
202001,145154,871632,1,1,"WSW","AKRON",32.8645,-87.7459,3251870,8744754
202001,145154,871633,1,0,"N","FAYETTE",33.68,-87.83,3340800,8749800
202001,145154,871634,1,0,"N","COTTONDALE",33.18,-87.45,3310800,8727000
202001,145154,871634,2,0,"N","COALING",33.17,-87.35,3310200,8721000
202001,145154,871635,1,0,"N","LINDEN",32.3,-87.8,3218000,8748000
202001,145154,871636,1,.23,"SW","MEEK",34.0779,-87.2232,344674,8713392
202001,145154,871637,1,2.41,"N","SCOTT STATION",32.6347,-87.4341,3238082,8726046
202001,145154,871638,1,0,"N","ADAMSVILLE",33.6,-86.95,3336000,8657000
202001,145154,871639,1,0,"N","GRAYSVILLE",33.63,-86.97,3337800,8658200
202001,145154,872011,1,0,"N","WEST BLOCTON",33.12,-87.12,337200,877200
202001,145154,872014,1,4.24,"WSW","BLOUNT SPGS",33.91,-86.87,3354600,8652200
202001,145154,872015,1,0,"N","WARRIOR",33.82,-86.82,3349200,8649200
202001,145154,872017,1,0,"N","HAYDEN",33.88,-86.77,3352800,8646200
202001,145154,872018,1,0,"N","SELMA",32.4,-87.02,3224000,871200
202001,145154,872019,1,0,"N","ASHBY",33.02,-86.93,331200,8655800
202001,145154,872020,1,0,"N","CLEVELAND",33.98,-86.58,3358800,8634800
202001,145154,872021,1,2.04,"N","ROSA",34.0092,-86.515,34552,8630900
202001,145154,872022,1,0,"N","ONEONTA",33.95,-86.47,3357000,8628200
202001,145154,872023,1,1.91,"W","KEYSTONE",33.27,-86.8531,3316200,8651186
202001,145154,872024,1,.58,"E","SELMA SELFIELD ARPT",32.43,-86.94,3225800,8656400
202001,145154,872025,1,0,"N","CLANTON",32.83,-86.65,3249800,8639000
202001,145154,872026,1,0,"N","MAPLESVILLE",32.78,-86.88,3246800,8652800
202001,145154,872027,1,1.5,"SSE","LITTLETON",34.05,-86.11,343000,866600
202001,145154,872028,1,0,"N","ATTALLA",34.02,-86.08,341200,864800
202001,145154,872029,1,0,"N","SARDIS CITY",34.17,-86.12,3410200,867200
202001,145154,872030,1,0,"N","WESTOVER",33.35,-86.55,3321000,8633000
202001,145154,872031,1,0,"N","RAGLAND",33.73,-86.15,3343800,869000
202001,145154,872032,1,1.47,"SE","TALLADEGA",33.4132,-86.0843,3324792,865058
202001,145154,872033,1,0,"N","CHILDERSBURG",33.27,-86.37,3316200,8622200
202001,145154,872035,1,4.9,"SSW","LINCOLN",33.551,-86.1395,3333060,868370
202001,145154,872036,1,0,"N","ALPINE",33.35,-86.25,3321000,8615000
202001,145154,872037,1,0,"N","WILSONVILLE",33.23,-86.48,3313800,8628800
202001,145154,872038,1,.88,"NNW","FORNEY",34.092,-85.4749,345520,8528494
202001,145154,872039,1,.92,"SE","ALABAMA CITY",34.0194,-86.0402,341164,862412
202001,145154,872040,1,0,"N","SYLACAUGA",33.17,-86.25,3310200,8615000
202001,145154,872041,1,0,"N","OHATCHEE",33.78,-86,3346800,8600
202001,145154,872042,1,.38,"ESE","PARKDALE",33.0987,-86.1136,335922,866816
202001,145154,872043,1,0,"N","MUNFORD",33.53,-85.95,3331800,8557000
202001,145154,872044,1,.45,"SSW","PENTONVILLE",32.8142,-86.2334,3248852,8614004
202001,145154,872045,1,1.49,"SSW","PRATTVILLE",32.4498,-86.4888,3226988,8629328
202001,145154,872046,1,.53,"NW","PRATTMONT",32.4746,-86.4573,3228476,8627438
202001,145154,872190,1,0,"N","CENTRE",34.15,-85.68,349000,8540800
202001,145154,872191,1,0,"N","MONTGOMERY",32.38,-86.3,3222800,8618000
202001,145154,872192,1,0,"N","ELMORE",32.53,-86.32,3231800,8619200
202001,145154,872193,1,2.28,"NNE","ASHLAND",33.2994,-85.832,3317964,8549920
202001,145154,872194,1,1.54,"SSE","ASHLAND LINEVILLE AR",33.2586,-85.7924,3315516,8547544
202001,145154,872204,1,3.61,"SW","WALLSBURG",32.61,-86.21,3236600,8612600
202001,145154,872205,1,0,"N","EAST TALLASEE",32.53,-85.88,3231800,8552800
202001,145154,872206,1,0,"N","TALLASSEE",32.53,-85.9,3231800,8554000
202001,145154,872207,1,1.15,"W","DINGLER",33.33,-85.62,3319800,8537200
202001,145154,872208,1,1.5,"NNE","FT DAVIS",32.25,-85.71,3215000,8542600
202001,145154,872209,1,0,"N","DADEVILLE",32.83,-85.75,3249800,8545000
202001,145154,872210,1,0,"N","WOODLAND",33.37,-85.38,3322200,8522800
202001,145154,872211,1,0,"N","EDWARDSVILLE",33.7,-85.52,3342000,8531200
202001,145154,872212,1,1.87,"W","BESWORTH",33.0227,-85.5621,331362,8533726
202001,145154,872213,1,1.5,"SSW","ABANDA",33.08,-85.51,334800,8530600
202001,145154,873281,1,0,"N","TROY",31.8,-85.97,3148000,8558200
202001,145154,873283,1,0,"N","ROANOKE",33.15,-85.35,339000,8521000
202001,145154,873287,1,0,"N","LADONIA",32.47,-85.07,3228200,854200
202001,145154,873288,1,0,"N","PITTSVIEW",32.18,-85.17,3210800,8510200
202001,145155,871640,1,1.83,"NE","VILLE PLATTE",30.6993,-92.249,3041958,9214940
202001,145155,871640,2,2.47,"WSW","TATE COVE",30.7132,-92.2868,3042792,9217208
202001,145155,871640,3,1.55,"NW","VILLE PLATTE",30.694,-92.2903,3041640,9217418
202001,145155,871640,4,.53,"ENE","VILLE PLATTE",30.6826,-92.2617,3040956,9215702
202001,145158,871647,1,0,"N","STANNARD ROCK LIGHT",47.18,-87.23,4710800,8713800
202001,145158,871649,1,0,"N","PASSAGE ISLAND LIGHT",48.22,-88.37,4813200,8822200
202001,145193,871844,1,1.84,"NE","PINCKNEY",42.4664,-83.9016,4227984,8354096
202001,145193,871844,2,2.11,"NE","LAKELAND",42.495,-83.8061,4229700,8348366
202001,145193,871844,3,1.68,"E","HAMBURG",42.4463,-83.7675,4226778,8346050
202001,145193,871844,4,2.04,"S","HAMBURG",42.4208,-83.7944,4225248,8347664
202001,145193,871844,5,2.64,"SSW","PINCKNEY",42.4125,-83.9402,4224750,8356412
202001,145193,871845,1,3.1,"WNW","MT CLEMENS",42.596,-82.9269,4235760,8255614
202001,145193,871845,2,2.14,"SSE","MT CLEMENS",42.5519,-82.8523,4233114,8251138
202001,145193,871845,3,3.14,"E","(MTC)MT CLEMENS/SELF",42.5926,-82.769,4235556,8246140
202001,145193,871845,4,1.14,"NE","(MTC)MT CLEMENS/SELF",42.6098,-82.8119,4236588,8248714
202001,145193,871845,5,2.95,"NW","MT CLEMENS",42.6112,-82.9095,4236672,8254570
202001,145193,872215,1,3.1,"WNW","MT CLEMENS",42.596,-82.9269,4235760,8255614
202001,145193,872215,2,2.14,"SSE","MT CLEMENS",42.5519,-82.8523,4233114,8251138
202001,145193,872215,3,3.14,"E","(MTC)MT CLEMENS/SELF",42.5926,-82.769,4235556,8246140
202001,145193,872215,4,1.14,"NE","(MTC)MT CLEMENS/SELF",42.6098,-82.8119,4236588,8248714
202001,145193,872215,5,2.95,"NW","MT CLEMENS",42.6112,-82.9095,4236672,8254570
202001,145205,872068,1,4.82,"NW","HECLA",45.93,-98.22,4555800,9813200
202001,145205,872068,2,2.83,"NE","ORDWAY",45.61,-98.38,4536600,9822800
202001,145205,872068,3,2,"NE","PLANA",45.54,-98.29,4532400,9817400
202001,145205,872068,4,5.91,"SE","WARNER",45.25,-98.43,4515000,9825800
202001,145205,872068,5,4.86,"S","STRATFORD",45.25,-98.33,4515000,9819800
202001,145205,872068,6,2.81,"S","PUTNEY",45.53,-98.19,4531800,9811400
202001,145205,872068,7,3.18,"NE","COLUMBIA",45.65,-98.27,4539000,9816200
202001,145205,872068,8,3.59,"NNE","HECLA",45.93,-98.13,4555800,987800
202001,145205,872069,1,4.43,"E","DUXBURY",45.24,-98.41,4514400,9824600
202001,145205,872069,2,2.85,"NE","GALLUP",45.1,-98.46,456000,9827600
202001,145205,872069,3,2.81,"S","ASHTON",44.96,-98.51,4457600,9830600
202001,145205,872069,4,3.75,"SSE","ASHTON",44.95,-98.47,4457000,9828200
202001,145205,872069,5,4.86,"ENE","GALLUP",45.1,-98.41,456000,9824600
202001,145205,872069,6,6.39,"NNW","BRENTFORD",45.24,-98.36,4514400,9821600
202001,145212,871928,1,1.94,"NW","CHATSWORTH",40.7656,-88.3108,4045936,8818648
202001,145212,871928,2,1.18,"NNE","CHATSWORTH",40.7656,-88.2707,4045936,8816242
202001,145212,871928,3,.92,"SSE","CHATSWORTH",40.7387,-88.2707,4044322,8816242
202001,145212,871928,4,1.79,"WSW","CHATSWORTH",40.7387,-88.3108,4044322,8818648
202001,145212,871929,1,1.21,"ESE","ROWE",40.9247,-88.6479,4055482,8838874
202001,145212,871929,2,1,"WNW","(PNT) PONTIAC MUNICIPAL AIRPORT",40.9247,-88.6382,4055482,8838292
202001,145212,871929,3,1.08,"WSW","(PNT) PONTIAC MUNICIPAL AIRPORT",40.9124,-88.6382,4054744,8838292
202001,145212,871929,4,1.55,"WSW","(PNT) PONTIAC MUNICIPAL AIRPORT",40.9124,-88.6479,4054744,8838874
202001,145212,871930,1,2.16,"S","CHEBANSE",40.9689,-87.9239,4058134,8755434
202001,145212,871930,2,2.16,"S","CHEBANSE",40.9687,-87.9196,4058122,8755176
202001,145212,871930,3,1.93,"N","CLIFTON",40.9577,-87.9242,4057462,8755452
202001,145212,871930,4,1.92,"N","CLIFTON",40.9577,-87.9274,4057462,8755644
202001,145212,872582,1,0,"N","BONFIELD",41.15,-88.05,419000,883000
202001,145212,872601,1,0,"N","PARK FOREST",41.48,-87.68,4128800,8740800
202001,145213,871931,1,1.82,"S","FURNESSVILLE",41.6237,-86.9966,4137422,8659796
202001,145213,871931,2,1.76,"NNW","BURDICK",41.6237,-86.9926,4137422,8659556
202001,145213,871931,3,1.6,"NNW","BURDICK",41.6211,-86.9926,4137266,8659556
202001,145213,871931,4,1.69,"NNW","BURDICK",41.6211,-86.9966,4137266,8659796
202001,145213,871932,1,1.76,"ENE","SOUTH HAVEN",41.5431,-87.1409,4132586,878454
202001,145213,871932,2,1.84,"ENE","SOUTH HAVEN",41.5426,-87.1387,4132556,878322
202001,145213,871932,3,1.72,"ENE","SOUTH HAVEN",41.5403,-87.1397,4132418,878382
202001,145213,871932,4,1.64,"ENE","SOUTH HAVEN",41.5409,-87.1418,4132454,878508
202001,145213,871933,1,.44,"NNE","WINFIELD",41.4061,-87.2776,4124366,8716656
202001,145213,871933,2,.51,"NE","WINFIELD",41.4061,-87.2744,4124366,8716464
202001,145213,871933,3,.42,"NE","WINFIELD",41.4045,-87.2744,4124270,8716464
202001,145213,871933,4,.33,"NNE","WINFIELD",41.4045,-87.2776,4124270,8716656
202001,145213,872587,1,0,"N","CEDAR LAKE",41.37,-87.45,4122200,8727000
202001,145213,872594,1,1.02,"SSW","WHITING",41.6674,-87.5102,4140044,8730612
202001,145213,872594,2,.94,"SSW","WHITING",41.6674,-87.5071,4140044,8730426
202001,145213,872594,3,1.5,"SSW","WHITING",41.6589,-87.5071,4139534,8730426
202001,145213,872594,4,1.55,"SSW","WHITING",41.6589,-87.5102,4139534,8730612
202001,145213,872599,1,.9,"SSE","HURLBURT",41.3578,-87.1637,4121468,879822
202001,145213,872599,2,1,"SSE","HURLBURT",41.3578,-87.1598,4121468,879588
202001,145213,872599,3,1.42,"SSE","HURLBURT",41.3509,-87.1598,4121054,879588
202001,145213,872599,4,1.36,"SSE","HURLBURT",41.3509,-87.1637,4121054,879822
202001,145241,872082,1,2.29,"W","FINDLAY HOWELL ARPT",39.5455,-88.7926,3932730,8847556
202001,145241,872082,2,2.54,"W","HERRICK",39.2173,-89.0274,3913038,891644
202001,145241,872082,3,3.05,"SSE","STEWARDSON",39.232,-88.601,3913920,8836060
202001,145241,872082,4,1.71,"NE","WINDSOR",39.4497,-88.5807,3926982,8834842
202001,145241,872083,1,.73,"SW","DALTON CITY",39.7139,-88.8112,3942834,8848672
202001,145241,872083,2,2.99,"W","GAYS",39.4518,-88.5561,3927108,8833366
202001,145241,872083,3,.62,"NE","GAYS",39.4566,-88.4921,3927396,8829526
202001,145241,872083,4,2.89,"NE","FAIRBANKS",39.7544,-88.4992,3945264,8829952
202001,145241,872084,1,3.27,"SW","CHESTERVILLE",39.6728,-88.4504,3940368,8827024
202001,145241,872084,2,2.65,"NW","GARRETT",39.8311,-88.4493,3949866,8826958
202001,145241,872084,3,4.04,"NNE","NEWMAN",39.8573,-87.965,3951438,8757900
202001,145241,872084,4,5.88,"E","HINDSBORO",39.6851,-88.0195,3941106,881170
202001,145241,872085,1,2.7,"NW","COOKS MILLS",39.6041,-88.4398,3936246,8826388
202001,145241,872085,2,1.55,"SW","PARADISE",39.4047,-88.4514,3924282,8827084
202001,145241,872085,3,1.31,"E","HUTTON",39.4179,-88.0556,3925074,883336
202001,145241,872085,4,2.2,"ENE","RARDIN",39.6165,-88.0647,3936990,883882
202001,145241,872086,1,2.73,"WSW","LAKE MATTOON",39.3633,-88.4662,3921798,8827972
202001,145241,872086,2,9.84,"S","NEOGA",39.1784,-88.4689,3910704,8828134
202001,145241,872086,3,1.86,"ESE","HAZEL DELL",39.1914,-88.0171,3911484,881026
202001,145241,872086,4,3.92,"NE","UNION CENTER",39.3647,-88.0219,3921882,881314
202001,145241,872087,1,2.54,"WNW","BEECHER CITY",39.1954,-88.8132,3911724,8848792
202001,145241,872087,2,8.53,"WNW","EDGEWOOD",38.9467,-88.8049,3856802,8848294
202001,145241,872087,3,1.39,"WNW","WINTERROWD",38.9412,-88.3916,3856472,8823496
202001,145241,872087,4,.53,"ENE","TEUTOPOLIS",39.1342,-88.4616,398052,8827696
202001,145241,872088,1,.83,"NE","WESTFIELD",39.4584,-87.9889,3927504,8759334
202001,145241,872088,2,3.63,"WSW","MORIAH",39.2044,-87.9948,3912264,8759688
202001,145241,872088,3,2.72,"NNE","YORK",39.2074,-87.6142,3912444,8736852
202001,145241,872088,4,1.69,"NNW","DENNISON",39.493,-87.6109,3929580,8736654
202001,145247,872093,1,0,"N","LEXINGTON",40.65,-88.78,4039000,8846800
202001,145267,872195,1,2.71,"NW","HOULTONVILLE",30.4324,-90.1956,3025944,9011736
202001,145267,872196,1,.59,"E","WILSON",30.92,-91.12,3055200,917200
202001,145267,872197,1,.6,"W","PLAQUEMINE",30.28,-91.24,3016800,9114400
202001,145267,872198,1,1.83,"SW","MONTEGUT",29.45,-90.59,2927000,9035400
202001,145267,872199,1,1.32,"ENE","HAMMOND MUNI ARPT",30.5242,-90.3983,3031452,9023898
202001,145268,872200,1,0,"N","MID LAKE PONTCHARTRAIN",30.15,-90.13,309000,907800
202001,145268,872201,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
202001,145268,872202,1,0,"N","SHELL BEACH STATION (SHBL1)",29.87,-89.67,2952200,8940200
202001,145268,872203,1,0,"N","PILOTS STATION (PSTL1)",28.93,-89.41,2855800,8924600
202001,145287,872263,1,0,"N","OKALOOSA PIER",30.39,-86.59,3023400,8635400
202001,145299,872300,1,1.72,"W","PICKSTOWN",43.0662,-98.5637,433972,9833822
202001,145299,872300,2,1.47,"NNW","PICKSTOWN",43.09,-98.54,435400,9832400
202001,145299,872300,3,1.71,"SW","MARTY",42.96,-98.44,4257600,9826400
202001,145299,872300,4,4.11,"E","GREENWOOD",42.91,-98.3,4254600,9818000
202001,145299,872300,5,4.59,"SE","GREENWOOD",42.882,-98.3056,4252920,9818336
202001,145299,872300,6,3.4,"SSW","MARTY",42.9381,-98.4552,4256286,9827312
202001,145299,872300,7,3.62,"W","MARTY",42.9796,-98.4916,4258776,9829496
202001,145299,872301,1,4.59,"SE","GREENWOOD",42.882,-98.3056,4252920,9818336
202001,145299,872301,2,4.11,"E","GREENWOOD",42.91,-98.3,4254600,9818000
202001,145299,872301,3,12.42,"SSE","DANTE",42.8551,-98.1431,4251306,988586
202001,145299,872301,4,12.78,"ESE","GREENWOOD",42.8385,-98.1534,4250310,989204
202001,145299,872301,5,11.32,"ESE","GREENWOOD",42.8378,-98.1866,4250268,9811196
202001,145299,872301,6,7.17,"ESE","GREENWOOD",42.8723,-98.2543,4252338,9815258
