Date,HEIGHT,STORAGE,Current
date,(m),(Ml),%
1-Jan-12,24.8,357963,74.5
2-Jan-12,24.8,356677,74.3
3-Jan-12,24.8,355394,74
4-Jan-12,24.7,353687,73.7
5-Jan-12,24.7,351135,73.1
6-Jan-12,24.6,349863,72.9
7-Jan-12,24.6,348594,72.6
8-Jan-12,24.6,347327,72.3
9-Jan-12,24.5,345643,72
10-Jan-12,24.5,343963,71.6
11-Jan-12,24.5,342706,71.4
12-Jan-12,24.4,341452,71.1
13-Jan-12,24.4,340617,70.9
14-Jan-12,24.4,338951,70.6
15-Jan-12,24.4,337705,70.3
16-Jan-12,24.3,336461,70.1
17-Jan-12,24.3,333981,69.6
18-Jan-12,24.2,333157,69.4
19-Jan-12,24.2,332334,69.2
20-Jan-12,24.2,330282,68.8
21-Jan-12,24.1,329054,68.5
22-Jan-12,24.1,327829,68.3
23-Jan-12,24.1,326606,68
24-Jan-12,24.1,325386,67.8
25-Jan-12,24,323764,67.4
26-Jan-12,24,322146,67.1
27-Jan-12,23.9,320532,66.8
28-Jan-12,23.9,319323,66.5
29-Jan-12,23.9,318116,66.2
30-Jan-12,23.8,316913,66
31-Jan-12,23.8,314514,65.5
1-Feb-12,23.8,313318,65.2
2-Feb-12,23.7,312522,65.1
3-Feb-12,23.7,310935,64.8
4-Feb-12,23.7,309747,64.5
5-Feb-12,23.6,308957,64.3
6-Feb-12,23.6,307380,64
7-Feb-12,23.6,306594,63.8
8-Feb-12,23.5,303460,63.2
9-Feb-12,23.5,301511,62.8
10-Feb-12,23.4,300345,62.5
11-Feb-12,23.4,298796,62.2
12-Feb-12,23.4,297637,62
13-Feb-12,23.3,297251,61.9
14-Feb-12,23.3,296096,61.7
15-Feb-12,23.3,294943,61.4
16-Feb-12,23.3,293794,61.2
17-Feb-12,23.2,292265,60.9
18-Feb-12,23.2,291122,60.6
19-Feb-12,23.2,289982,60.4
20-Feb-12,23.1,288845,60.2
21-Feb-12,23.1,287333,59.8
22-Feb-12,23.1,286203,59.6
23-Feb-12,23,284325,59.2
24-Feb-12,23,283577,59.1
25-Feb-12,23,282829,58.9
26-Feb-12,22.9,282083,58.7
27-Feb-12,22.9,281338,58.6
28-Feb-12,22.9,280595,58.4
29-Feb-12,22.9,279111,58.1
1-Mar-12,22.9,279111,58.1
2-Mar-12,22.8,276896,57.7
3-Mar-12,22.8,275793,57.4
4-Mar-12,22.7,274693,57.2
5-Mar-12,22.7,273596,57
6-Mar-12,22.7,272502,56.7
7-Mar-12,22.7,271411,56.5
8-Mar-12,22.6,269962,56.2
9-Mar-12,22.6,268878,56
10-Mar-12,22.6,267797,55.8
11-Mar-12,22.5,266720,55.5
12-Mar-12,22.5,266003,55.4
13-Mar-12,22.5,265288,55.2
14-Mar-12,22.4,263506,54.9
15-Mar-12,22.4,262795,54.7
16-Mar-12,22.4,262440,54.7
17-Mar-12,22.4,261378,54.4
18-Mar-12,22.3,260320,54.2
19-Mar-12,22.3,259264,54
20-Mar-12,22.3,258562,53.8
21-Mar-12,22.3,257512,53.6
22-Mar-12,22.2,256465,53.4
23-Mar-12,22.2,255421,53.2
24-Mar-12,22.2,254380,53
25-Mar-12,22.1,253343,52.8
26-Mar-12,22.1,252309,52.5
27-Mar-12,22.1,251278,52.3
28-Mar-12,22.1,250250,52.1
29-Mar-12,22,249226,51.9
30-Mar-12,22,248545,51.8
31-Mar-12,22,248545,51.8
1-Apr-12,22,248545,51.8
2-Apr-12,22,248545,51.8
3-Apr-12,22,248205,51.7
4-Apr-12,22,248205,51.7
5-Apr-12,22,247865,51.6
6-Apr-12,22,247526,51.5
7-Apr-12,22,247526,51.5
8-Apr-12,22,247526,51.5
9-Apr-12,22,248545,51.8
10-Apr-12,22,248545,51.8
11-Apr-12,22,249908,52
12-Apr-12,22.4,261378,54.4
13-Apr-12,22.4,261025,54.4
14-Apr-12,22.4,261025,54.4
15-Apr-12,22.4,261025,54.4
16-Apr-12,22.3,259968,54.1
17-Apr-12,22.3,258913,53.9
18-Apr-12,22,246848,51.4
19-Apr-12,22,246848,51.4
20-Apr-12,21.9,246510,51.3
21-Apr-12,21.9,245502,51.1
22-Apr-12,21.9,244832,51
23-Apr-12,21.9,244164,50.8
24-Apr-12,21.9,243497,50.7
25-Apr-12,21.8,242831,50.6
26-Apr-12,21.8,242831,50.6
27-Apr-12,21.8,242167,50.4
28-Apr-12,21.8,242167,50.4
29-Apr-12,21.8,241504,50.3
30-Apr-12,21.8,241504,50.3
1-May-12,21.8,240513,50.1
2-May-12,21.8,240513,50.1
3-May-12,21.8,241836,50.4
4-May-12,21.9,243497,50.7
5-May-12,22,249567,52
6-May-12,22.1,250250,52.1
7-May-12,22.1,250250,52.1
8-May-12,22.1,250250,52.1
9-May-12,22.1,250250,52.1
10-May-12,22,249908,52
11-May-12,22,249908,52
12-May-12,22,249908,52
13-May-12,22,249567,52
14-May-12,22,249567,52
15-May-12,22,249567,52
16-May-12,22,249226,51.9
17-May-12,22,249226,51.9
18-May-12,22,249567,52
19-May-12,22,249226,51.9
20-May-12,22,249226,51.9
21-May-12,22,249908,52
22-May-12,22,249908,52
23-May-12,22,249908,52
24-May-12,22,249226,51.9
25-May-12,22,249226,51.9
26-May-12,22,249226,51.9
27-May-12,22.1,250250,52.1
28-May-12,22.1,250250,52.1
29-May-12,22.1,250250,52.1
30-May-12,22.1,250250,52.1
31-May-12,22.1,250935,52.3
1-Jun-12,22.1,250935,52.3
2-Jun-12,22.1,250935,52.3
3-Jun-12,22.1,250935,52.3
4-Jun-12,22.1,250250,52.1
5-Jun-12,22.1,250250,52.1
6-Jun-12,22.1,250250,52.1
7-Jun-12,22.1,250250,52.1
8-Jun-12,22.3,257162,53.6
9-Jun-12,22.5,267438,55.7
10-Jun-12,22.6,271048,56.4
11-Jun-12,22.7,271411,56.5
12-Jun-12,22.7,272502,56.7
13-Jun-12,22.7,272502,56.7
14-Jun-12,22.7,273231,56.9
15-Jun-12,22.7,273596,57
16-Jun-12,22.7,273596,57
17-Jun-12,22.7,273596,57
18-Jun-12,22.7,273596,57
19-Jun-12,22.7,273596,57
20-Jun-12,22.7,273596,57
21-Jun-12,22.7,273596,57
22-Jun-12,22.7,273231,56.9
23-Jun-12,22.7,273231,56.9
24-Jun-12,22.7,273231,56.9
25-Jun-12,22.7,273596,57
26-Jun-12,22.7,273596,57
27-Jun-12,23.1,286956,59.8
28-Jun-12,23.2,293029,61
29-Jun-12,23.2,293029,61
30-Jun-12,23.2,293029,61
1-Jul-12,23.4,297637,62
2-Jul-12,23.4,297637,62
3-Jul-12,23.4,299570,62.4
4-Jul-12,23.4,299570,62.4
5-Jul-12,23.4,299570,62.4
6-Jul-12,23.5,301511,62.8
7-Jul-12,23.6,306594,63.8
8-Jul-12,23.6,306594,63.8
9-Jul-12,23.6,306594,63.8
10-Jul-12,23.7,309352,64.4
11-Jul-12,23.8,316512,65.9
12-Jul-12,23.9,318518,66.3
13-Jul-12,23.9,319725,66.6
14-Jul-12,23.9,319725,66.6
15-Jul-12,23.9,319725,66.6
16-Jul-12,24,322550,67.2
17-Jul-12,24,323359,67.3
18-Jul-12,24,323359,67.3
19-Jul-12,24,323359,67.3
20-Jul-12,24,323359,67.3
21-Jul-12,24,323764,67.4
22-Jul-12,24.1,325386,67.8
23-Jul-12,24.4,338951,70.6
24-Jul-12,24.4,338951,70.6
25-Jul-12,24.4,341034,71
26-Jul-12,24.5,341869,71.2
27-Jul-12,24.5,341869,71.2
28-Jul-12,24.5,342706,71.4
29-Jul-12,24.5,342706,71.4
30-Jul-12,24.5,343963,71.6
31-Jul-12,24.5,343963,71.6
1-Aug-12,24.5,344802,71.8
2-Aug-12,24.5,344802,71.8
3-Aug-12,24.6,346063,72.1
4-Aug-12,24.6,346063,72.1
5-Aug-12,24.6,346063,72.1
6-Aug-12,24.6,349017,72.7
7-Aug-12,24.7,352410,73.4
8-Aug-12,24.8,358392,74.6
9-Aug-12,24.9,362269,75.4
10-Aug-12,24.9,362269,75.4
11-Aug-12,25,365300,76.1
12-Aug-12,25.1,367474,76.5
13-Aug-12,25.5,387375,80.7
14-Aug-12,25.5,387375,80.7
15-Aug-12,25.9,403272,84
16-Aug-12,26.1,415788,86.6
17-Aug-12,26.3,424728,88.5
18-Aug-12,26.3,424728,88.5
19-Aug-12,26.3,424728,88.5
20-Aug-12,26.5,431386,89.8
21-Aug-12,26.5,433299,90.2
22-Aug-12,26.5,435218,90.6
23-Aug-12,26.6,436178,90.8
24-Aug-12,26.6,437622,91.1
25-Aug-12,26.6,437622,91.1
26-Aug-12,26.6,437622,91.1
27-Aug-12,26.8,448294,93.4
28-Aug-12,26.9,450740,93.9
29-Aug-12,26.9,450740,93.9
30-Aug-12,26.9,453194,94.4
31-Aug-12,26.9,453194,94.4
1-Sep-12,27.1,460602,95.9
2-Sep-12,27.1,464582,96.8
3-Sep-12,27.2,465580,97
4-Sep-12,27.2,466579,97.2
5-Sep-12,27.2,468080,97.5
6-Sep-12,27.2,470086,97.9
7-Sep-12,27.3,470588,98
8-Sep-12,27.3,470588,98
9-Sep-12,27.3,470588,98
10-Sep-12,27.3,472096,98.3
11-Sep-12,27.4,475627,99.1
12-Sep-12,27.4,477145,99.4
13-Sep-12,27.4,477145,99.4
14-Sep-12,27.4,478158,99.6
15-Sep-12,27.4,478158,99.6
16-Sep-12,27.4,478665,99.7
17-Sep-12,27.4,478665,99.7
18-Sep-12,27.4,478665,99.7
19-Sep-12,27.4,478665,99.7
20-Sep-12,27.4,479172,99.8
21-Sep-12,27.4,479172,99.8
22-Sep-12,27.4,479172,99.8
23-Sep-12,27.5,480697,100.1
24-Sep-12,27.5,485285,101.1
25-Sep-12,27.5,485285,101.1
26-Sep-12,27.5,485285,101.1
27-Sep-12,27.5,485285,101.1
28-Sep-12,27.7,490928,102.2
29-Sep-12,27.7,490928,102.2
30-Sep-12,27.7,490928,102.2
1-Oct-12,27.7,493505,102.8
2-Oct-12,27.7,493505,102.8
3-Oct-12,27.7,493505,102.8
4-Oct-12,27.7,495055,103.1
5-Oct-12,27.7,492473,102.6
6-Oct-12,27.7,492473,102.6
7-Oct-12,27.7,492473,102.6
8-Oct-12,27.7,490928,102.2
9-Oct-12,27.7,490928,102.2
10-Oct-12,27.6,490413,102.1
11-Oct-12,27.6,489899,102
12-Oct-12,27.6,489899,102
13-Oct-12,27.6,489899,102
14-Oct-12,27.6,489385,101.9
15-Oct-12,27.6,488358,101.7
16-Oct-12,27.6,487333,101.5
17-Oct-12,27.6,487333,101.5
18-Oct-12,27.6,487333,101.5
19-Oct-12,27.6,488358,101.7
20-Oct-12,27.7,491958,102.5
21-Oct-12,27.7,491958,102.5
22-Oct-12,27.8,496089,103.3
23-Oct-12,27.8,496089,103.3
24-Oct-12,27.7,495572,103.2
25-Oct-12,27.7,495572,103.2
26-Oct-12,27.7,495055,103.1
27-Oct-12,27.7,495055,103.1
28-Oct-12,27.7,494538,103
29-Oct-12,27.7,490928,102.2
30-Oct-12,27.7,490928,102.2
31-Oct-12,27.6,488872,101.8
1-Nov-12,27.6,487333,101.5
2-Nov-12,27.6,486309,101.3
3-Nov-12,27.6,485797,101.2
4-Nov-12,27.6,485797,101.2
5-Nov-12,27.5,484774,101
6-Nov-12,27.5,484774,101
7-Nov-12,27.5,483753,100.7
8-Nov-12,27.5,481714,100.3
9-Nov-12,27.5,481205,100.2
10-Nov-12,27.5,480697,100.1
11-Nov-12,27.4,480188,100
12-Nov-12,27.4,480188,100
13-Nov-12,27.4,480188,100
14-Nov-12,27.4,480188,100
15-Nov-12,27.4,480188,100
16-Nov-12,27.4,480188,100
17-Nov-12,27.4,477145,99.4
18-Nov-12,27.4,476132,99.2
19-Nov-12,27.4,475627,99.1
20-Nov-12,27.4,475627,99.1
21-Nov-12,27.3,474112,98.7
22-Nov-12,27.3,473103,98.5
23-Nov-12,27.3,472096,98.3
24-Nov-12,27.3,472096,98.3
25-Nov-12,27.3,470588,98
26-Nov-12,27.2,469584,97.8
27-Nov-12,27.2,469584,97.8
28-Nov-12,27.2,468581,97.6
29-Nov-12,27.2,466579,97.2
30-Nov-12,27.2,465580,97
1-Dec-12,27.1,464582,96.8
2-Dec-12,27.1,464582,96.8
3-Dec-12,27.1,463087,96.4
4-Dec-12,27.1,462092,96.2
5-Dec-12,27.1,460602,95.9
6-Dec-12,27,459610,95.7
7-Dec-12,27,458125,95.4
8-Dec-12,27,457136,95.2
9-Dec-12,27,456148,95
10-Dec-12,26.9,454670,94.7
11-Dec-12,26.9,453194,94.4
12-Dec-12,26.9,451720,94.1
13-Dec-12,26.9,450740,93.9
14-Dec-12,26.8,449760,93.7
15-Dec-12,26.8,448294,93.4
16-Dec-12,26.8,446342,93
17-Dec-12,26.7,444882,92.6
18-Dec-12,26.7,443425,92.3
19-Dec-12,26.7,442454,92.1
20-Dec-12,26.7,441485,91.9
21-Dec-12,26.6,440518,91.7
22-Dec-12,26.6,439551,91.5
23-Dec-12,26.6,439551,91.5
24-Dec-12,26.6,438586,91.3
25-Dec-12,26.5,435698,90.7
26-Dec-12,26.5,434738,90.5
27-Dec-12,26.5,433778,90.3
28-Dec-12,26.5,433778,90.3
29-Dec-12,26.5,431386,89.8
30-Dec-12,26.4,429001,89.3
31-Dec-12,26.4,427099,88.9
1-Jan-13,26.3,426150,88.7
2-Jan-13,26.3,425202,88.5
3-Jan-13,26.3,425202,88.5
4-Jan-13,26.3,421893,87.9
5-Jan-13,26.2,420950,87.7
6-Jan-13,26.2,419539,87.4
7-Jan-13,26.2,418130,87.1
8-Jan-13,26.1,416724,86.8
9-Jan-13,26.1,416724,86.8
10-Jan-13,26.1,414386,86.3
11-Jan-13,26.1,412987,86
12-Jan-13,26,411591,85.7
13-Jan-13,26,410198,85.4
14-Jan-13,26,410198,85.4
15-Jan-13,25.9,406957,84.7
16-Jan-13,25.9,406034,84.6
17-Jan-13,25.9,405112,84.4
18-Jan-13,25.9,405112,84.4
19-Jan-13,25.9,403272,84
20-Jan-13,25.8,401895,83.7
21-Jan-13,25.8,399606,83.2
22-Jan-13,25.8,398692,83
23-Jan-13,25.7,397324,82.7
24-Jan-13,25.7,395959,82.5
25-Jan-13,25.7,394596,82.2
26-Jan-13,25.6,389623,81.1
27-Jan-13,25.5,388723,81
28-Jan-13,25.5,387824,80.8
29-Jan-13,25.5,386926,80.6
30-Jan-13,25.5,386478,80.5
31-Jan-13,25.5,385134,80.2
1-Feb-13,25.4,384240,80
2-Feb-13,25.4,382900,79.7
3-Feb-13,25.4,380674,79.3
4-Feb-13,25.4,380674,79.3
5-Feb-13,25.3,378013,78.7
6-Feb-13,25.2,375362,78.2
7-Feb-13,25.2,374041,77.9
8-Feb-13,25.2,374041,77.9
9-Feb-13,25.2,374041,77.9
10-Feb-13,25.2,374041,77.9
11-Feb-13,25.2,372722,77.6
12-Feb-13,25.2,371845,77.4
13-Feb-13,25.1,371406,77.3
14-Feb-13,25.1,371406,77.3
15-Feb-13,25.1,368346,76.7
16-Feb-13,25.1,368346,76.7
17-Feb-13,25.1,368346,76.7
18-Feb-13,25,364866,76
19-Feb-13,25,364433,75.9
20-Feb-13,25,363999,75.8
21-Feb-13,24.9,362701,75.5
22-Feb-13,24.9,359682,74.9
23-Feb-13,24.9,358822,74.7
24-Feb-13,24.8,356677,74.3
25-Feb-13,24.9,361405,75.3
26-Feb-13,24.8,355821,74.1
27-Feb-13,24.8,354967,73.9
28-Feb-13,24.7,354113,73.7
1-Mar-13,24.7,353261,73.6
2-Mar-13,24.7,352410,73.4
3-Mar-13,24.7,351560,73.2
4-Mar-13,24.7,350711,73
5-Mar-13,24.6,349863,72.9
6-Mar-13,24.6,349017,72.7
7-Mar-13,24.6,348171,72.5
8-Mar-13,24.6,347327,72.3
9-Mar-13,24.6,346484,72.2
10-Mar-13,24.5,345643,72
11-Mar-13,24.5,344802,71.8
12-Mar-13,24.5,343963,71.6
13-Mar-13,24.5,343124,71.5
14-Mar-13,24.5,342287,71.3
15-Mar-13,24.4,341452,71.1
16-Mar-13,24.4,340617,70.9
17-Mar-13,24.4,339783,70.8
18-Mar-13,24.4,338951,70.6
19-Mar-13,24.4,338120,70.4
20-Mar-13,24.3,337290,70.2
21-Mar-13,24.3,336461,70.1
22-Mar-13,24.3,335633,69.9
23-Mar-13,24.3,334807,69.7
24-Mar-13,24.3,333981,69.6
25-Mar-13,24.2,333157,69.4
26-Mar-13,24.2,332334,69.2
27-Mar-13,24.2,331512,69
28-Mar-13,24.2,329872,68.7
29-Mar-13,24,322146,67.1
30-Mar-13,24,321338,66.9
31-Mar-13,23.9,320532,66.8
1-Apr-13,23.9,320532,66.8
2-Apr-13,24,322146,67.1
3-Apr-13,24,322954,67.3
4-Apr-13,24,322954,67.3
5-Apr-13,24,322146,67.1
6-Apr-13,24,321338,66.9
7-Apr-13,23.9,320532,66.8
8-Apr-13,23.9,319725,66.6
9-Apr-13,23.9,319323,66.5
10-Apr-13,23.9,318518,66.3
11-Apr-13,23.9,317715,66.2
12-Apr-13,23.9,317314,66.1
13-Apr-13,23.8,316913,66
14-Apr-13,23.8,316112,65.8
15-Apr-13,23.8,315312,65.7
16-Apr-13,23.8,314514,65.5
17-Apr-13,23.8,314514,65.5
18-Apr-13,24.1,325792,67.8
19-Apr-13,24.1,327421,68.2
20-Apr-13,24.1,327421,68.2
21-Apr-13,24.1,327421,68.2
22-Apr-13,24.1,327013,68.1
23-Apr-13,24.1,326606,68
24-Apr-13,24.1,325792,67.8
25-Apr-13,24.1,325386,67.8
26-Apr-13,24,324980,67.7
27-Apr-13,24,324574,67.6
28-Apr-13,24,324169,67.5
29-Apr-13,24,322954,67.3
30-Apr-13,24,322146,67.1
1-May-13,24,321338,66.9
2-May-13,23.9,320935,66.8
3-May-13,23.9,320532,66.8
4-May-13,23.9,320128,66.7
5-May-13,23.9,319725,66.6
6-May-13,23.9,319323,66.5
7-May-13,23.9,318518,66.3
8-May-13,23.9,318518,66.3
9-May-13,23.9,317715,66.2
10-May-13,23.9,317314,66.1
11-May-13,23.8,316913,66
12-May-13,23.8,316512,65.9
13-May-13,23.8,316112,65.8
14-May-13,23.8,315712,65.7
15-May-13,23.8,315312,65.7
16-May-13,23.8,314912,65.6
17-May-13,23.8,314514,65.5
18-May-13,23.8,314115,65.4
19-May-13,23.8,313716,65.3
20-May-13,23.8,313318,65.2
21-May-13,23.7,312920,65.2
22-May-13,23.7,312522,65.1
23-May-13,23.7,312125,65
24-May-13,23.7,312920,65.2
25-May-13,23.7,312522,65.1
26-May-13,23.7,312522,65.1
27-May-13,23.7,312522,65.1
28-May-13,23.7,312522,65.1
29-May-13,23.8,314115,65.4
30-May-13,23.8,314115,65.4
31-May-13,24,323764,67.4
1-Jun-13,24,324574,67.6
2-Jun-13,24,324574,67.6
3-Jun-13,24.6,346063,72.1
4-Jun-13,24.6,346484,72.2
5-Jun-13,24.8,355821,74.1
6-Jun-13,24.8,358392,74.6
7-Jun-13,24.9,358822,74.7
8-Jun-13,24.9,359682,74.9
9-Jun-13,25.1,368782,76.8
10-Jun-13,25.1,369656,77
11-Jun-13,25.1,370530,77.2
12-Jun-13,25.1,370530,77.2
13-Jun-13,25.1,370530,77.2
14-Jun-13,25.1,370530,77.2
15-Jun-13,25.3,378456,78.8
16-Jun-13,25.3,378456,78.8
17-Jun-13,25.3,379786,79.1
18-Jun-13,25.3,379786,79.1
19-Jun-13,25.4,380674,79.3
20-Jun-13,25.4,381564,79.5
21-Jun-13,25.4,381564,79.5
22-Jun-13,25.4,381564,79.5
23-Jun-13,25.4,381564,79.5
24-Jun-13,25.4,382900,79.7
25-Jun-13,25.4,382900,79.7
26-Jun-13,25.8,398692,83
27-Jun-13,25.9,403731,84.1
28-Jun-13,25.9,405573,84.5
29-Jun-13,25.9,407419,84.8
30-Jun-13,26,407882,84.9
1-Jul-13,26,407882,84.9
2-Jul-13,26,407882,84.9
3-Jul-13,26,407882,84.9
4-Jul-13,26,407882,84.9
5-Jul-13,26,408344,85
6-Jul-13,26,408344,85
7-Jul-13,26,408344,85
8-Jul-13,26,407882,84.9
9-Jul-13,26,407882,84.9
10-Jul-13,26,407882,84.9
11-Jul-13,26,407882,84.9
12-Jul-13,25.9,407419,84.8
13-Jul-13,25.9,407419,84.8
14-Jul-13,25.9,407419,84.8
15-Jul-13,25.9,407419,84.8
16-Jul-13,25.9,407419,84.8
17-Jul-13,25.9,407419,84.8
18-Jul-13,25.9,407419,84.8
19-Jul-13,26,411126,85.6
20-Jul-13,26,411126,85.6
21-Jul-13,26.2,421422,87.8
22-Jul-13,26.3,425202,88.5
23-Jul-13,26.3,425202,88.5
24-Jul-13,26.4,429001,89.3
25-Jul-13,26.4,429001,89.3
26-Jul-13,26.4,430431,89.6
27-Jul-13,26.5,432821,90.1
28-Jul-13,26.6,436178,90.8
29-Jul-13,26.7,441002,91.8
30-Jul-13,26.7,443425,92.3
31-Jul-13,26.7,444396,92.5
1-Aug-13,26.7,444396,92.5
2-Aug-13,26.7,445368,92.7
3-Aug-13,26.8,445855,92.9
4-Aug-13,26.8,445855,92.9
5-Aug-13,26.8,445855,92.9
6-Aug-13,26.8,445855,92.9
7-Aug-13,26.8,446830,93.1
8-Aug-13,27,457136,95.2
9-Aug-13,27.1,463087,96.4
10-Aug-13,27.1,464582,96.8
11-Aug-13,27.2,466079,97.1
12-Aug-13,27.2,466079,97.1
13-Aug-13,27.4,479680,99.9
14-Aug-13,27.6,490413,102.1
15-Aug-13,27.8,496089,103.3
16-Aug-13,28,507553,105.7
17-Aug-13,28.1,515453,107.3
18-Aug-13,28.1,515453,107.3
19-Aug-13,28.1,511758,106.6
20-Aug-13,28,507553,105.7
21-Aug-13,28,507553,105.7
22-Aug-13,28,508602,105.9
23-Aug-13,27.9,505981,105.4
24-Aug-13,27.9,504935,105.2
25-Aug-13,27.9,503889,104.9
26-Aug-13,27.8,500761,104.3
27-Aug-13,27.9,504935,105.2
28-Aug-13,27.9,504935,105.2
29-Aug-13,28.3,526630,109.7
30-Aug-13,28.3,525559,109.4
31-Aug-13,28.3,524490,109.2
1-Sep-13,28.2,521291,108.6
2-Sep-13,28.1,515982,107.5
3-Sep-13,28.1,513340,106.9
4-Sep-13,28,510179,106.2
5-Sep-13,28,506505,105.5
6-Sep-13,27.9,503889,104.9
7-Sep-13,27.9,501282,104.4
8-Sep-13,27.8,498682,103.9
9-Sep-13,27.8,497644,103.6
10-Sep-13,27.8,496089,103.3
11-Sep-13,27.7,495055,103.1
12-Sep-13,27.7,493505,102.8
13-Sep-13,27.7,493505,102.8
14-Sep-13,27.7,493505,102.8
15-Sep-13,27.7,493505,102.8
16-Sep-13,27.9,503889,104.9
17-Sep-13,27.9,503889,104.9
18-Sep-13,27.9,503889,104.9
19-Sep-13,27.9,503367,104.8
20-Sep-13,27.9,504935,105.2
21-Sep-13,28,506505,105.5
22-Sep-13,28,506505,105.5
23-Sep-13,27.9,504935,105.2
24-Sep-13,27.9,504935,105.2
25-Sep-13,27.9,501803,104.5
26-Sep-13,27.8,498682,103.9
27-Sep-13,27.8,498682,103.9
28-Sep-13,27.8,498163,103.7
29-Sep-13,27.8,497125,103.5
30-Sep-13,27.8,496089,103.3
1-Oct-13,27.8,496089,103.3
2-Oct-13,27.7,495055,103.1
3-Oct-13,27.7,494021,102.9
4-Oct-13,27.7,492473,102.6
5-Oct-13,27.7,492473,102.6
6-Oct-13,27.7,490928,102.2
7-Oct-13,27.6,489899,102
8-Oct-13,27.6,488872,101.8
9-Oct-13,27.6,488358,101.7
10-Oct-13,27.6,488358,101.7
11-Oct-13,27.6,487845,101.6
12-Oct-13,27.6,487845,101.6
13-Oct-13,27.6,486821,101.4
14-Oct-13,27.6,485797,101.2
15-Oct-13,27.5,485285,101.1
16-Oct-13,27.5,485285,101.1
17-Oct-13,27.5,485285,101.1
18-Oct-13,27.5,484774,101
19-Oct-13,27.5,484774,101
20-Oct-13,27.5,484774,101
21-Oct-13,27.5,484263,100.8
22-Oct-13,27.5,484263,100.8
23-Oct-13,27.5,484263,100.8
24-Oct-13,27.5,483753,100.7
25-Oct-13,27.5,483753,100.7
26-Oct-13,27.5,484774,101
27-Oct-13,27.5,484774,101
28-Oct-13,27.5,484774,101
29-Oct-13,27.5,484774,101
30-Oct-13,27.5,484263,100.8
31-Oct-13,27.5,484263,100.8
1-Nov-13,27.5,485285,101.1
2-Nov-13,27.7,491958,102.5
3-Nov-13,27.6,490413,102.1
4-Nov-13,27.6,488358,101.7
5-Nov-13,27.6,487845,101.6
6-Nov-13,27.6,487845,101.6
7-Nov-13,27.6,487845,101.6
8-Nov-13,27.6,485797,101.2
9-Nov-13,27.5,485285,101.1
10-Nov-13,27.5,485285,101.1
11-Nov-13,27.5,484263,100.8
12-Nov-13,27.5,483243,100.6
13-Nov-13,27.5,482733,100.5
14-Nov-13,27.5,482733,100.5
15-Nov-13,27.5,481205,100.2
16-Nov-13,27.8,500241,104.2
17-Nov-13,28.1,511758,106.6
18-Nov-13,28.1,511758,106.6
19-Nov-13,28,510705,106.4
20-Nov-13,28,506505,105.5
21-Nov-13,27.9,505458,105.3
22-Nov-13,27.8,500761,104.3
23-Nov-13,27.8,499721,104.1
24-Nov-13,27.8,496089,103.3
25-Nov-13,27.7,495055,103.1
26-Nov-13,27.7,494021,102.9
27-Nov-13,27.7,491443,102.3
28-Nov-13,27.6,490413,102.1
29-Nov-13,27.6,489385,101.9
30-Nov-13,27.6,488358,101.7
1-Dec-13,27.6,487333,101.5
2-Dec-13,27.6,486309,101.3
3-Dec-13,27.5,485285,101.1
4-Dec-13,27.5,484774,101
5-Dec-13,27.5,483753,100.7
6-Dec-13,27.5,483243,100.6
7-Dec-13,27.5,481714,100.3
8-Dec-13,27.5,480697,100.1
9-Dec-13,27.5,480697,100.1
10-Dec-13,27.4,479680,99.9
11-Dec-13,27.4,479172,99.8
12-Dec-13,27.4,478158,99.6
13-Dec-13,27.4,477651,99.5
14-Dec-13,27.3,474617,98.8
15-Dec-13,27.4,476132,99.2
16-Dec-13,27.3,474617,98.8
17-Dec-13,27.3,473103,98.5
18-Dec-13,27.3,471593,98.2
19-Dec-13,27.2,470086,97.9
20-Dec-13,27.2,468581,97.6
21-Dec-13,27.2,466079,97.1
22-Dec-13,27.1,465080,96.9
23-Dec-13,27.1,463585,96.5
24-Dec-13,27.1,461595,96.1
25-Dec-13,27.1,460602,95.9
26-Dec-13,27,459610,95.7
27-Dec-13,27,457630,95.3
28-Dec-13,27,456642,95.1
29-Dec-13,26.9,454670,94.7
30-Dec-13,26.9,453194,94.4
31-Dec-13,26.9,451230,94
1-Jan-14,26.8,449760,93.7
2-Jan-14,26.8,448294,93.4
3-Jan-14,26.8,446830,93.1
4-Jan-14,26.8,445855,92.9
5-Jan-14,26.7,444882,92.6
6-Jan-14,26.7,443425,92.3
7-Jan-14,26.8,446342,93
8-Jan-14,26.9,451720,94.1
9-Jan-14,26.9,451720,94.1
10-Jan-14,26.9,453194,94.4
11-Jan-14,26.9,454670,94.7
12-Jan-14,26.9,452702,94.3
13-Jan-14,26.9,450740,93.9
14-Jan-14,26.9,450740,93.9
15-Jan-14,26.8,449760,93.7
16-Jan-14,26.8,448294,93.4
17-Jan-14,26.8,448294,93.4
18-Jan-14,26.7,445368,92.7
19-Jan-14,26.7,443425,92.3
20-Jan-14,26.7,441485,91.9
21-Jan-14,26.6,440034,91.6
22-Jan-14,26.6,438586,91.3
23-Jan-14,26.6,437141,91
24-Jan-14,26.5,435698,90.7
25-Jan-14,26.5,435218,90.6
26-Jan-14,26.5,433778,90.3
27-Jan-14,26.5,431864,89.9
28-Jan-14,26.4,430909,89.7
29-Jan-14,26.4,429954,89.5
30-Jan-14,26.4,427574,89
